Number of epochs: 500
Batch size: 100
Start Date: 2024-10-10_2228
Epoch, Test Loss, Training Loss
119,0.0000047,0.0000036
120,0.0000040,0.0000058
121,0.0000071,0.0000044
122,0.0000066,0.0000028
123,0.0000057,0.0000079
124,0.0000083,0.0000038
125,0.0000141,0.0000051
126,0.0000074,0.0000073
127,0.0000052,0.0000037
128,0.0000067,0.0000021
129,0.0000075,0.0000059
130,0.0000038,0.0000062
131,0.0000074,0.0000022
132,0.0000068,0.0000076
133,0.0000039,0.0000031
134,0.0000041,0.0000022
135,0.0000040,0.0000027
136,0.0000050,0.0000021
137,0.0000045,0.0000036
138,0.0000047,0.0000049
139,0.0000044,0.0000028
140,0.0000061,0.0000025
141,0.0000064,0.0000029
142,0.0000058,0.0000064
143,0.0000067,0.0000094
144,0.0000052,0.0000023
145,0.0000036,0.0000019
146,0.0000063,0.0000087
147,0.0000099,0.0000048
148,0.0000044,0.0000025
149,0.0000037,0.0000045
150,0.0000077,0.0000022
151,0.0000059,0.0000031
152,0.0000110,0.0000031
153,0.0000075,0.0000016
154,0.0000034,0.0000033
155,0.0000046,0.0000060
156,0.0000084,0.0000031
157,0.0000057,0.0000033
158,0.0000054,0.0000030
159,0.0000032,0.0000020
160,0.0000053,0.0000063
161,0.0000055,0.0000031
162,0.0000048,0.0000022
163,0.0000105,0.0000095
164,0.0000076,0.0000018
165,0.0000062,0.0000023
166,0.0000027,0.0000025
167,0.0000078,0.0000024
168,0.0000026,0.0000020
169,0.0000120,0.0000027
170,0.0000051,0.0000044
171,0.0000090,0.0000032
172,0.0000048,0.0000045
173,0.0000039,0.0000023
174,0.0000075,0.0000027
175,0.0000049,0.0000024
176,0.0000039,0.0000059
177,0.0000049,0.0000048
178,0.0000052,0.0000033
179,0.0000078,0.0000025
180,0.0000139,0.0000044
181,0.0000087,0.0000050
182,0.0000045,0.0000045
183,0.0000058,0.0000021
184,0.0000051,0.0000019
185,0.0000042,0.0000023
186,0.0000052,0.0000050
187,0.0000074,0.0000041
188,0.0000052,0.0000046
189,0.0000057,0.0000015
190,0.0000080,0.0000049
191,0.0000039,0.0000029
192,0.0000063,0.0000030
193,0.0000058,0.0000014
194,0.0000063,0.0000014
195,0.0000150,0.0000075
196,0.0000043,0.0000030
197,0.0000043,0.0000041
198,0.0000054,0.0000046
199,0.0000034,0.0000051
200,0.0000048,0.0000043
201,0.0000080,0.0000033
202,0.0000048,0.0000051
203,0.0000064,0.0000032
204,0.0000039,0.0000019
205,0.0000046,0.0000021
206,0.0000065,0.0000016
207,0.0000062,0.0000014
208,0.0000040,0.0000012
209,0.0000045,0.0000015
210,0.0000029,0.0000025
211,0.0000039,0.0000031
212,0.0000057,0.0000020
213,0.0000044,0.0000043
214,0.0000058,0.0000028
215,0.0000036,0.0000038
216,0.0000039,0.0000046
217,0.0000042,0.0000042
218,0.0000035,0.0000015
219,0.0000055,0.0000011
220,0.0000069,0.0000017
221,0.0000071,0.0000016
222,0.0000120,0.0000031
223,0.0000127,0.0000030
224,0.0000030,0.0000030
225,0.0000034,0.0000012
226,0.0000064,0.0000019
227,0.0000053,0.0000054
228,0.0000043,0.0000019
229,0.0000040,0.0000021
230,0.0000034,0.0000013
231,0.0000034,0.0000031
232,0.0000049,0.0000027
233,0.0000033,0.0000045
234,0.0000039,0.0000019
235,0.0000058,0.0000017
236,0.0000066,0.0000018
237,0.0000042,0.0000016
238,0.0000093,0.0000035
239,0.0000027,0.0000021
240,0.0000027,0.0000011
241,0.0000035,0.0000028
242,0.0000051,0.0000025
243,0.0000060,0.0000026
244,0.0000040,0.0000027
245,0.0000029,0.0000027
246,0.0000031,0.0000034
247,0.0000034,0.0000016
248,0.0000045,0.0000027
249,0.0000064,0.0000024
250,0.0000046,0.0000019
251,0.0000042,0.0000016
252,0.0000034,0.0000015
253,0.0000035,0.0000010
254,0.0000029,0.0000010
255,0.0000030,0.0000009
256,0.0000057,0.0000010
257,0.0000032,0.0000016
258,0.0000043,0.0000015
259,0.0000037,0.0000020
260,0.0000066,0.0000036
261,0.0000044,0.0000026
262,0.0000043,0.0000016
263,0.0000033,0.0000013
264,0.0000030,0.0000009
265,0.0000032,0.0000017
266,0.0000048,0.0000016
267,0.0000056,0.0000013
268,0.0000051,0.0000010
269,0.0000102,0.0000043
270,0.0000037,0.0000015
271,0.0000036,0.0000009
272,0.0000027,0.0000011
273,0.0000021,0.0000016
274,0.0000050,0.0000022
275,0.0000026,0.0000007
276,0.0000022,0.0000009
277,0.0000050,0.0000009
278,0.0000026,0.0000012
279,0.0000031,0.0000016
280,0.0000031,0.0000011
281,0.0000027,0.0000008
282,0.0000025,0.0000009
283,0.0000022,0.0000014
284,0.0000019,0.0000029
285,0.0000017,0.0000011
286,0.0000025,0.0000013
287,0.0000036,0.0000007
288,0.0000031,0.0000020
289,0.0000043,0.0000009
290,0.0000021,0.0000025
291,0.0000038,0.0000008
292,0.0000055,0.0000012
293,0.0000051,0.0000016
294,0.0000067,0.0000020
295,0.0000033,0.0000011
296,0.0000057,0.0000010
297,0.0000021,0.0000019
298,0.0000036,0.0000017
299,0.0000024,0.0000011
300,0.0000047,0.0000012
301,0.0000026,0.0000009
302,0.0000029,0.0000009
303,0.0000033,0.0000013
304,0.0000026,0.0000017
305,0.0000042,0.0000033
306,0.0000020,0.0000010
307,0.0000037,0.0000011
308,0.0000015,0.0000015
309,0.0000029,0.0000009
310,0.0000019,0.0000026
311,0.0000039,0.0000009
312,0.0000034,0.0000009
313,0.0000032,0.0000009
314,0.0000035,0.0000007
315,0.0000025,0.0000008
316,0.0000042,0.0000012
317,0.0000023,0.0000021
318,0.0000040,0.0000011
319,0.0000029,0.0000007
320,0.0000029,0.0000028
321,0.0000020,0.0000011
322,0.0000019,0.0000008
323,0.0000020,0.0000012
324,0.0000023,0.0000008
325,0.0000019,0.0000013
326,0.0000036,0.0000008
327,0.0000023,0.0000008
328,0.0000031,0.0000018
329,0.0000029,0.0000007
330,0.0000017,0.0000011
331,0.0000016,0.0000015
332,0.0000023,0.0000011
333,0.0000021,0.0000011
334,0.0000028,0.0000016
335,0.0000037,0.0000010
336,0.0000047,0.0000013
337,0.0000029,0.0000012
338,0.0000016,0.0000011
339,0.0000048,0.0000015
340,0.0000033,0.0000009
341,0.0000024,0.0000006
342,0.0000018,0.0000018
343,0.0000024,0.0000024
344,0.0000025,0.0000006
345,0.0000020,0.0000006
346,0.0000027,0.0000008
347,0.0000034,0.0000013
348,0.0000022,0.0000010
349,0.0000021,0.0000010
350,0.0000022,0.0000006
351,0.0000013,0.0000010
352,0.0000057,0.0000015
353,0.0000017,0.0000011
354,0.0000019,0.0000009
355,0.0000026,0.0000012
356,0.0000020,0.0000010
357,0.0000035,0.0000012
358,0.0000020,0.0000019
359,0.0000029,0.0000020
360,0.0000017,0.0000012
361,0.0000041,0.0000012
362,0.0000023,0.0000013
363,0.0000026,0.0000006
364,0.0000019,0.0000011
365,0.0000023,0.0000033
366,0.0000034,0.0000009
367,0.0000023,0.0000012
368,0.0000025,0.0000017
369,0.0000036,0.0000018
370,0.0000036,0.0000012
371,0.0000026,0.0000014
372,0.0000031,0.0000009
373,0.0000079,0.0000022
374,0.0000032,0.0000006
375,0.0000034,0.0000007
376,0.0000019,0.0000015
377,0.0000023,0.0000007
378,0.0000031,0.0000017
379,0.0000018,0.0000023
380,0.0000030,0.0000007
381,0.0000021,0.0000007
382,0.0000016,0.0000008
383,0.0000024,0.0000008
384,0.0000024,0.0000005
385,0.0000019,0.0000013
386,0.0000032,0.0000008
387,0.0000019,0.0000006
388,0.0000028,0.0000010
389,0.0000016,0.0000015
390,0.0000031,0.0000011
391,0.0000018,0.0000006
392,0.0000020,0.0000007
393,0.0000017,0.0000016
394,0.0000023,0.0000011
395,0.0000021,0.0000020
396,0.0000014,0.0000009
397,0.0000048,0.0000013
398,0.0000015,0.0000017
399,0.0000027,0.0000037
400,0.0000075,0.0000009
401,0.0000015,0.0000007
402,0.0000023,0.0000013
403,0.0000024,0.0000013
404,0.0000019,0.0000004
405,0.0000011,0.0000007
406,0.0000029,0.0000007
407,0.0000014,0.0000008
408,0.0000012,0.0000009
409,0.0000024,0.0000007
410,0.0000020,0.0000010
411,0.0000015,0.0000010
412,0.0000012,0.0000011
413,0.0000017,0.0000008
414,0.0000023,0.0000006
415,0.0000012,0.0000016
416,0.0000033,0.0000009
417,0.0000014,0.0000014
418,0.0000021,0.0000009
419,0.0000022,0.0000011
420,0.0000036,0.0000008
421,0.0000025,0.0000004
422,0.0000035,0.0000012
423,0.0000017,0.0000005
424,0.0000013,0.0000008
425,0.0000014,0.0000007
426,0.0000012,0.0000008
427,0.0000019,0.0000009
428,0.0000025,0.0000005
429,0.0000013,0.0000005
430,0.0000025,0.0000016
431,0.0000016,0.0000007
432,0.0000038,0.0000011
433,0.0000014,0.0000012
434,0.0000024,0.0000008
435,0.0000031,0.0000015
436,0.0000023,0.0000010
437,0.0000037,0.0000023
438,0.0000016,0.0000010
439,0.0000033,0.0000010
440,0.0000061,0.0000021
441,0.0000017,0.0000005
442,0.0000013,0.0000010
443,0.0000023,0.0000014
444,0.0000026,0.0000008
445,0.0000024,0.0000008
446,0.0000039,0.0000037
447,0.0000032,0.0000012
448,0.0000018,0.0000007
449,0.0000035,0.0000009
450,0.0000015,0.0000007
451,0.0000042,0.0000013
452,0.0000021,0.0000011
453,0.0000023,0.0000007
454,0.0000017,0.0000011
455,0.0000016,0.0000021
456,0.0000022,0.0000008
457,0.0000018,0.0000005
458,0.0000020,0.0000021
459,0.0000016,0.0000008
460,0.0000018,0.0000005
461,0.0000027,0.0000008
462,0.0000034,0.0000006
463,0.0000028,0.0000013
464,0.0000025,0.0000010
465,0.0000028,0.0000007
466,0.0000025,0.0000020
467,0.0000011,0.0000006
468,0.0000033,0.0000005
469,0.0000014,0.0000022
470,0.0000016,0.0000010
471,0.0000021,0.0000007
472,0.0000015,0.0000009
473,0.0000031,0.0000008
474,0.0000031,0.0000012
475,0.0000018,0.0000007
476,0.0000021,0.0000010
477,0.0000043,0.0000011
478,0.0000021,0.0000012
479,0.0000028,0.0000007
480,0.0000018,0.0000007
481,0.0000017,0.0000010
482,0.0000022,0.0000013
483,0.0000022,0.0000006
484,0.0000026,0.0000004
485,0.0000014,0.0000009
486,0.0000028,0.0000006
487,0.0000011,0.0000009
488,0.0000019,0.0000011
489,0.0000014,0.0000009
490,0.0000013,0.0000011
491,0.0000017,0.0000016
492,0.0000024,0.0000009
493,0.0000041,0.0000012
494,0.0000034,0.0000007
495,0.0000024,0.0000018
496,0.0000024,0.0000010
497,0.0000044,0.0000008
498,0.0000027,0.0000018
499,0.0000022,0.0000007

Total training time: 7.87 minutes

Final Stats
RMSE = 0.276
MBE = -0.031
MAE = 0.205
PE = 0.103 %
